Site_ID,Variable,Start_Date,Height,Instrument_Model,Instrument_Model2,Comment,BASE_Version
CA-SJ3,SWC_PI_3,,-0.45,,,,02-May
CA-SJ3,SWC_PI_4,,-0.75,,,,02-May
CA-SJ3,LW_IN,,12,,,,02-May
CA-SJ3,SWC_PI_5,,-1.05,,,,02-May
CA-SJ3,SW_IN,,12,,,,02-May
CA-SJ3,LW_OUT,,12,,,,02-May
CA-SJ3,SW_OUT,,12,,,,02-May
CA-SJ3,FC,,16,,,,02-May
CA-SJ3,USTAR,,16,,,,02-May
CA-SJ3,SWC_PI_F_1,,-0.075,,,,02-May
CA-SJ3,SWC_PI_F_6,,-1.35,,,,02-May
CA-SJ3,SWC_PI_F_2,,-0.225,,,,02-May
CA-SJ3,SWC_PI_F_3,,-0.45,,,,02-May
CA-SJ3,SWC_PI_F_4,,-0.75,,,,02-May
CA-SJ3,SWC_PI_F_5,,-1.05,,,,02-May
CA-SJ3,LW_IN_PI_F,,12,,,,02-May
CA-SJ3,PPFD_IN_PI_F_1_1_1,,12,,,,02-May
CA-SJ3,PPFD_IN_PI_F_1_2_1,,0.5,,,,02-May
CA-SJ3,SW_IN_PI_F,,12,,,,02-May
CA-SJ3,TA_PI_F_1_1_2,,15,,,,02-May
CA-SJ3,TA_PI_F_1_3_1,,1,,,,02-May
CA-SJ3,TA_PI_F_1_2_1,,4,,,,02-May
CA-SJ3,RH_PI_F_1_1_1,,15,,,,02-May
CA-SJ3,RH_PI_F_1_3_1,,1,,,,02-May
CA-SJ3,RH_PI_F_1_2_1,,4,,,,02-May
CA-SJ3,TS_PI_F_2_6_1,,-1,,,,02-May
CA-SJ3,TS_PI_F_2_3_1,,-0.1,,,,02-May
CA-SJ3,TS_PI_F_2_4_1,,-0.2,,,,02-May
CA-SJ3,TS_PI_F_2_1_1,,-0.02,,,,02-May
CA-SJ3,TS_PI_F_2_5_1,,-0.5,,,,02-May
CA-SJ3,TS_PI_F_2_2_1,,-0.05,,,,02-May
CA-SJ3,TS_PI_F_1_6_1,,-1,,,,02-May
CA-SJ3,TS_PI_F_1_3_1,,-0.1,,,,02-May
CA-SJ3,TS_PI_F_1_4_1,,-0.2,,,,02-May
CA-SJ3,TS_PI_F_1_1_1,,-0.02,,,,02-May
CA-SJ3,TS_PI_F_1_5_1,,-0.5,,,,02-May
CA-SJ3,TS_PI_F_1_2_1,,-0.05,,,,02-May
CA-SJ3,TA_PI_F_1_1_1,,15,,,,02-May
CA-SJ3,LW_OUT_PI_F,,12,,,,02-May
CA-SJ3,PPFD_OUT_PI_F,,12,,,,02-May
CA-SJ3,SW_OUT_PI_F,,12,,,,02-May
CA-SJ3,WD_PI_F,,16,,,,02-May
CA-SJ3,WS_PI_F,,16,,,,02-May
CA-SJ3,TA_1_3_1,,1,,,,02-May
CA-SJ3,TA_1_2_1,,4,,,,02-May
CA-SJ3,LE,,16,,,,02-May
CA-SJ3,TA_1_1_2,,15,,,,02-May
CA-SJ3,SLE,,8,,,,02-May
CA-SJ3,PPFD_IN_1_1_1,,12,,,,02-May
CA-SJ3,PPFD_IN_1_2_1,,0.5,,,,02-May
CA-SJ3,PPFD_OUT,,12,,,,02-May
CA-SJ3,RH_1_1_1,,15,,,,02-May
CA-SJ3,RH_1_3_1,,1,,,,02-May
CA-SJ3,RH_1_2_1,,4,,,,02-May
CA-SJ3,H,,16,,,,02-May
CA-SJ3,SH,,8,,,,02-May
CA-SJ3,TSN_1_5_1,,0.1,,,,02-May
CA-SJ3,TSN_1_8_1,,0.01,,,,02-May
CA-SJ3,TSN_1_4_1,,0.2,,,,02-May
CA-SJ3,TSN_1_7_1,,0.02,,,,02-May
CA-SJ3,TSN_1_3_1,,0.3,,,,02-May
CA-SJ3,TSN_1_2_1,,0.4,,,,02-May
CA-SJ3,TSN_1_1_1,,0.5,,,,02-May
CA-SJ3,TSN_1_6_1,,0.05,,,,02-May
CA-SJ3,G_1_1_1,,0,,,,02-May
CA-SJ3,G_1_2_1,,-0.1,,,,02-May
CA-SJ3,G_2_2_1,,-0.1,,,,02-May
CA-SJ3,G_3_2_1,,-0.1,,,,02-May
CA-SJ3,G_4_2_1,,-0.1,,,,02-May
CA-SJ3,TS_2_6_1,,-1,,,,02-May
CA-SJ3,TS_2_3_1,,-0.1,,,,02-May
CA-SJ3,TS_2_4_1,,-0.2,,,,02-May
CA-SJ3,TS_2_1_1,,-0.02,,,,02-May
CA-SJ3,TS_2_5_1,,-0.5,,,,02-May
CA-SJ3,TS_2_2_1,,-0.05,,,,02-May
CA-SJ3,TS_1_6_1,,-1,,,,02-May
CA-SJ3,TS_1_3_1,,-0.1,,,,02-May
CA-SJ3,TS_1_4_1,,-0.2,,,,02-May
CA-SJ3,TS_1_1_1,,-0.02,,,,02-May
CA-SJ3,TS_1_5_1,,-0.5,,,,02-May
CA-SJ3,TS_1_2_1,,-0.05,,,,02-May
CA-SJ3,WD_SIGMA,,16,,,,02-May
CA-SJ3,TA_1_1_1,,15,,,,02-May
CA-SJ3,T_BOLE_1_1_1,,1,,,,02-May
CA-SJ3,T_BOLE_2_1_1,,1,,,,02-May
CA-SJ3,WD,,16,,,,02-May
CA-SJ3,WS,,16,,,,02-May
CA-TP1,CO2,,,GA_CP-LI-COR LI-7000,,LI-7000 or LI-7500 IRGA),03-May
CA-TP1,FH2O,,3,GA_CP-LI-COR LI-7000,,,03-May
CA-TP1,FC,,,GA_CP-LI-COR LI-7000,,,03-May
CA-TP1,G_1_1_1,,0,,,,03-May
CA-TP1,G_2_2_1,,-0.03,,,,03-May
CA-TP1,G_1_2_1,,-0.03,,,,03-May
CA-TP1,PPFD_IN,,,RAD-Other,,LI-COR Inc,03-May
CA-TP1,PPFD_OUT,,,RAD-Other,,LI-COR Inc,03-May
CA-TP1,P_1_1_1,,2,,,,03-May
CA-TP1,P_2_1_1,,2,,,,03-May
CA-TP1,TS_2_1_1,,-0.02,,,,03-May
CA-TP1,TS_2_3_1,,-0.1,,,,03-May
CA-TP1,TS_2_6_1,,-1,,,,03-May
CA-TP1,P_CUM_1_1_1,,2,,,,03-May
CA-TP1,P_CUM_2_1_1,,2,,,,03-May
CA-TP1,PA,,2,,,,03-May
CA-TP1,PA_PI_F,,2,,,,03-May
CA-TP1,RH,,,RH-Other,,CSI,03-May
CA-TP1,SH,,,TEMP-Other,,CSAT3); and HMP45C measurements,03-May
CA-TP1,SWC_1_1_1,,-0.05,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,TA,,,TEMP-Other,,CSI,03-May
CA-TP1,TS_1_1_1,,-0.02,,,,03-May
CA-TP1,SWC_2_1_1,,-0.05,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,SWC_2_2_1,,-0.1,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,SWC_2_5_1,,-1,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,SWC_2_3_1,,-0.2,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,SWC_2_4_1,,-0.5,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,SWC_1_2_1,,-0.1,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,SWC_1_5_1,,-1,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,SWC_1_3_1,,-0.2,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,SWC_1_4_1,,-0.5,SWC-Other,,CSI-615 moisture probe,03-May
CA-TP1,TS_2_4_1,,-0.2,,,,03-May
CA-TP1,TS_2_2_1,,-0.05,,,,03-May
CA-TP1,TS_2_5_1,,-0.5,,,,03-May
CA-TP1,TS_1_3_1,,-0.1,,,,03-May
CA-TP1,TS_1_6_1,,-1,,,,03-May
CA-TP1,TS_1_4_1,,-0.2,,,,03-May
CA-TP1,TS_1_2_1,,-0.05,,,,03-May
CA-TP1,TS_1_5_1,,-0.5,,,,03-May
CA-TP1,TS_PI_F_1_1_1,,-0.02,,,,03-May
CA-TP1,TS_PI_F_1_2_1,,-0.05,,,,03-May
CA-TP1,USTAR,,,SA-Campbell CSAT-3,,,03-May
CA-TP1,WD,,,WIND-VaneAn,,,03-May
CA-TP1,WS,,,WIND-VaneAn,,,03-May
CA-TP1,WS_PI_F,,,WIND-VaneAn,,,03-May
CA-TP2,CO2_1_1_1,2003,15,GA_OP-LI-COR LI-7500,,LI-7500 IRGA),02-May
CA-TP2,CO2_1_2_1,2003,6,GA_OP-LI-COR LI-7500,,LI820_CO2_Cnpy (ppm); CO2 conc,02-May
CA-TP2,FC,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,G_1_1_1,2003,0,SOIL_H-Plate,,,02-May
CA-TP2,G_2_2_1,2003,-0.03,SOIL_H-Plate,,,02-May
CA-TP2,G_1_2_1,2003,-0.03,SOIL_H-Plate,,,02-May
CA-TP2,FH2O,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,GPP_PI_F,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,LE,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,PPFD_IN_PI_F_1_1_1,2003,12,RAD-PAR Quantum,,,02-May
CA-TP2,PA,2003,2,,,,02-May
CA-TP2,H,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,H_PI_F,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,LE_PI_F,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,NEE_PI,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,NEE_PI_F,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,PPFD_IN_1_1_1,2003,12,RAD-PAR Quantum,,,02-May
CA-TP2,PPFD_IN_1_2_1,2003,2,RAD-PAR Quantum,,,02-May
CA-TP2,PPFD_OUT,2003,12,RAD-PAR Quantum,,,02-May
CA-TP2,P,2003,2,,,,02-May
CA-TP2,P_CUM,2003,2,,,,02-May
CA-TP2,RECO_PI_F,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,RH,2003,12,RH-Capac,,,02-May
CA-TP2,RH_PI_F,2003,12,RH-Capac,,,02-May
CA-TP2,NETRAD,2003,12,RAD-Net radiometer,,,02-May
CA-TP2,NETRAD_PI_F,2003,12,,,,02-May
CA-TP2,TS_1_3_1,2003,-0.1,TEMP-ElectResis,,,02-May
CA-TP2,TS_1_6_1,2003,-1,TEMP-ElectResis,,,02-May
CA-TP2,SC_1_1_1,2003,15,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,SC_2_1_1,2003,15,GA_SR-LI-COR LI-800,,,02-May
CA-TP2,SC_3_1_1,2003,7,GA_OP-LI-COR LI-7500,,,02-May
CA-TP2,SH,2003,15,GA_OP-LI-COR LI-7500,,CSAT3); and HMP45C measurements,02-May
CA-TP2,SWC_1_1_1,2003,-0.05,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,SWC_2_1_1,2003,-0.05,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,SWC_2_2_1,2003,-0.1,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,SWC_2_5_1,2003,-1,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,SWC_2_3_1,2003,-0.2,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,SWC_2_4_1,2003,-0.5,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,TA,2003,12,RH-Capac,,,02-May
CA-TP2,TA_PI_F,2003,12,TEMP-ElectResis,,,02-May
CA-TP2,TS_2_1_1,2003,-0.02,TEMP-ElectResis,,,02-May
CA-TP2,TS_2_2_1,2003,-0.05,TEMP-ElectResis,,,02-May
CA-TP2,SWC_1_2_1,2003,-0.1,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,SWC_1_5_1,2003,-1,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,SWC_1_3_1,2003,-0.2,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,SWC_1_4_1,2003,-0.5,SWC-TDR,,CSI-615 moisture probe,02-May
CA-TP2,TS_1_1_1,2003,-0.02,TEMP-ElectResis,,,02-May
CA-TP2,TS_2_3_1,2003,-0.1,TEMP-ElectResis,,,02-May
CA-TP2,TS_2_6_1,2003,-1,TEMP-ElectResis,,,02-May
CA-TP2,TS_2_4_1,2003,-0.2,TEMP-ElectResis,,,02-May
CA-TP2,TS_2_5_1,2003,-0.5,TEMP-ElectResis,,,02-May
CA-TP2,TS_1_4_1,2003,-0.2,TEMP-ElectResis,,,02-May
CA-TP2,TS_1_2_1,2003,-0.05,TEMP-ElectResis,,,02-May
CA-TP2,TS_1_5_1,2003,-0.5,TEMP-ElectResis,,,02-May
CA-TP2,TS_PI_F_1_1_1,2003,-0.02,TEMP-ElectResis,,,02-May
CA-TP3,USTAR,2003,16,SA-Campbell CSAT-3,,,03-May
CA-TP2,TS_PI_F_1_2_1,2003,-0.05,TEMP-ElectResis,,,02-May
CA-TP2,USTAR,2003,15,SA-Campbell CSAT-3,,,02-May
CA-TP2,VPD_PI,2003,12,RH-Capac,,,02-May
CA-TP2,VPD_PI_F,2003,12,RH-Capac,,,02-May
CA-TP2,WD,2003,12,WIND-VaneAn,,,02-May
CA-TP2,WS,2003,12,WIND-VaneAn,,,02-May
CA-TP2,WS_PI_F,2003,12,WIND-VaneAn,,,02-May
CA-TP3,CO2_1_1_1,2003,16,GA_OP-LI-COR LI-7500,,LI-6262/Li7000 or LI-7500 IRGA,03-May
CA-TP3,CO2_1_2_1,2003,7,GA_SR-LI-COR LI-800,,LI820_CO2_Cnpy_9.2m (ppm); CO2,03-May
CA-TP3,FC,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,G_1_1_1,2003,0,SOIL_H-Plate,,,03-May
CA-TP3,G_2_2_1,2003,-0.03,SOIL_H-Plate,,,03-May
CA-TP3,G_1_2_1,2003,-0.03,SOIL_H-Plate,,,03-May
CA-TP3,FH2O,2003,20,,,,03-May
CA-TP3,GPP_PI_F,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,H,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,H_PI_F,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,LE,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,LE_PI_F,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,NEE_PI,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,PPFD_IN_PI_F,2003,,,,,03-May
CA-TP3,PA,2003,2,PRES-ElectBar,,,03-May
CA-TP3,PA_PI_F,2003,2,PRES-ElectBar,,,03-May
CA-TP3,RH,2003,16,RH-Capac,,,03-May
CA-TP3,NEE_PI_F,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,PPFD_IN,2003,16,RAD-PAR Quantum,,,03-May
CA-TP3,PPFD_OUT,2003,16,RAD-PAR Quantum,,,03-May
CA-TP3,P,2003,2,PREC-WeightGauge,,,03-May
CA-TP3,P_CUM,2003,2,,,,03-May
CA-TP3,RECO_PI_F,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,RH_PI_F,2003,20,RH-Capac,,,03-May
CA-TP3,NETRAD,2003,16,RAD-Net radiometer,,,03-May
CA-TP3,NETRAD_PI_F,2003,,,,,03-May
CA-TP3,SC_1_1_1,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,SC_2_1_1,2003,16,GA_OP-LI-COR LI-7500,,,03-May
CA-TP3,SC_3_1_1,2003,7,GA_SR-LI-COR LI-800,,,03-May
CA-TP3,SH,2003,16,GA_OP-LI-COR LI-7500,,CSAT3); and HMP45C measurements,03-May
CA-TP3,TS_1_6_1,2003,-1,TEMP-ElectResis,,,03-May
CA-TP3,SWC_1_1_1,2003,-0.05,SWC-TDR,,,03-May
CA-TP3,SWC_2_1_1,2003,-0.05,SWC-TDR,,,03-May
CA-TP3,SWC_2_2_1,2003,-0.1,SWC-TDR,,,03-May
CA-TP3,SWC_2_5_1,2003,-1,SWC-TDR,,,03-May
CA-TP3,SWC_2_3_1,2003,-0.2,SWC-TDR,,,03-May
CA-TP3,SWC_2_4_1,2003,-0.5,SWC-TDR,,,03-May
CA-TP3,SWC_1_2_1,2003,-0.1,SWC-TDR,,,03-May
CA-TP3,SWC_1_5_1,2003,-1,SWC-TDR,,,03-May
CA-TP3,SWC_1_3_1,2003,-0.2,SWC-TDR,,,03-May
CA-TP3,SWC_1_4_1,2003,-0.5,SWC-TDR,,,03-May
CA-TP3,TA,2003,16,TEMP-ElectResis,,,03-May
CA-TP3,TA_PI_F,2003,,TEMP-ElectResis,,,03-May
CA-TP3,TS_1_1_1,2003,-0.02,TEMP-ElectResis,,,03-May
CA-TP3,TS_1_3_1,2003,-0.1,TEMP-ElectResis,,,03-May
CA-TP3,TS_2_1_1,2003,-0.02,TEMP-ElectResis,,,03-May
CA-TP3,TS_2_3_1,2003,-0.1,TEMP-ElectResis,,,03-May
CA-TP3,TS_2_6_1,2003,-1,TEMP-ElectResis,,,03-May
CA-TP3,TS_2_4_1,2003,-0.2,TEMP-ElectResis,,,03-May
CA-TP3,TS_2_2_1,2003,-0.05,TEMP-ElectResis,,,03-May
CA-TP3,TS_2_5_1,2003,-0.5,TEMP-ElectResis,,,03-May
CA-TP3,TS_1_4_1,2003,-0.2,TEMP-ElectResis,,,03-May
CA-TP3,TS_1_2_1,2003,-0.05,TEMP-ElectResis,,,03-May
CA-TP3,TS_1_5_1,2003,-0.5,TEMP-ElectResis,,,03-May
CA-TP3,TS_PI_F_1_1_1,2003,-0.02,TEMP-ElectResis,,,03-May
CA-TP3,TS_PI_F_1_2_1,2003,-0.05,TEMP-ElectResis,,,03-May
CA-TP3,VPD_PI,2003,16,RH-Capac,,,03-May
CA-TP3,VPD_PI_F,2003,,RH-Capac,,,03-May
CA-TP3,WD,2003,16,WIND-VaneAn,,,03-May
CA-TP3,WS,2003,16,WIND-VaneAn,,,03-May
CA-TP3,WS_PI_F,2003,16,WIND-VaneAn,,,03-May
CA-TP4,CO2_1_1_1,2002,28,GA_CP-LI-COR LI-7000,,,04-May
CA-TP4,TS_2_6_1,,-1,,,,04-May
CA-TP4,TS_2_4_1,,-0.2,,,,04-May
CA-TP4,CO2_1_2_1,2003,14,GA_SR-LI-COR LI-820,,,04-May
CA-TP4,CO2_1_3_1,2003,2,GA_SR-LI-COR LI-800,,,04-May
CA-TP4,FC,2002,28,GA_CP-LI-COR LI-7000,,,04-May
CA-TP4,G_1_1_1,2002,0,SOIL_H-Plate,,,04-May
CA-TP4,G_2_2_1,2002,-0.03,SOIL_H-Plate,,,04-May
CA-TP4,G_1_2_1,2002,-0.03,SOIL_H-Plate,,,04-May
CA-TP4,FH2O,2002,28,GA_CP-LI-COR LI-7000,,,04-May
CA-TP4,GPP_PI_F,2002,28,GA_CP-LI-COR LI-7000,,,04-May
CA-TP4,H,2002,28,GA_CP-LI-COR LI-7000,,,04-May
CA-TP4,VPD_PI,,28,,,,04-May
CA-TP4,VPD_PI_F,,28,,,,04-May
CA-TP4,H_PI_F,2002,28,GA_CP-LI-COR LI-7000,,,04-May
CA-TP4,LE,2002,28,GA_CP-LI-COR LI-7000,,,04-May
CA-TP4,LE_PI_F,,28,,,,04-May
CA-TP4,NEE_PI_1_1_1,,28,,,,04-May
CA-TP4,PPFD_IN_PI_F_1_1_1,,28,,,,04-May
CA-TP4,P_CUM_1_1_1,,20,,,,04-May
CA-TP4,PA_PI_F,,2,,,,04-May
CA-TP4,RH_PI_F_1_1_1,,28,,,,04-May
CA-TP4,PPFD_IN_1_1_1,,28,RAD-Other,,LI-COR,04-May
CA-TP4,PPFD_IN_1_2_1,,2,,,,04-May
CA-TP4,PPFD_OUT,,28,,,,04-May
CA-TP4,P_1_2_1,,2,,,,04-May
CA-TP4,P_1_1_1,,20,PREC-Other,,Young Co,04-May
CA-TP4,P_CUM_1_2_1,,2,,,,04-May
CA-TP4,PA,,2,PRES-Other,,Young Co,04-May
CA-TP4,SW_IN,,28,RAD-Other,,Kipp & Zonen CNR1,04-May
CA-TP4,SW_IN_PI_F,,28,RAD-Other,,CNR1_GlobalShortwaveRad_AbvCnpy_28m (W/m2); Gap-filled Downwelling shortwave radiation,04-May
CA-TP4,LW_IN,,28,RAD-Other,,Kipp & Zonen CNR1 Net Radiometer,04-May
CA-TP4,LW_OUT,,28,RAD-Other,,Kipp & Zonen CNR1 Net Radiometer,04-May
CA-TP4,NETRAD_1_2_1,,2,,,,04-May
CA-TP4,NETRAD_PI_F_1_1_1,,28,,,,04-May
CA-TP4,SW_OUT,,28,RAD-Other,,Kipp & Zonen CNR1 Net Radiometer,04-May
CA-TP4,RH_1_1_1,,28,RH-Other,,CSI,04-May
CA-TP4,RH_1_2_1,,14,RH-Other,,CSI,04-May
CA-TP4,RH_1_3_1,,2,RH-Other,,CSI,04-May
CA-TP4,NETRAD_1_1_1,,28,RAD-Other,,Kipp & Zonen CNR1,04-May
CA-TP4,SH,,,TEMP-Other,,CSAT3); and HMP45C measurements,04-May
CA-TP4,D_SNOW,2003,1.75,SNOW-Acoustic,,,04-May
CA-TP4,SWC_1_1_1,,-0.05,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,SWC_2_1_1,,-0.05,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,TS_2_2_1,,-0.05,,,,04-May
CA-TP4,TS_2_5_1,,-0.5,,,,04-May
CA-TP4,SWC_2_2_1,,-0.1,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,SWC_2_5_1,,-1,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,SWC_2_3_1,,-0.2,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,SWC_2_4_1,,-0.5,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,SWC_1_2_1,,-0.1,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,SWC_1_5_1,,-1,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,SWC_1_3_1,,-0.2,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,SWC_1_4_1,,-0.5,SWC-Other,,CSI-615/616 moisture probe,04-May
CA-TP4,TA_1_1_1,,28,TEMP-Other,,CSI,04-May
CA-TP4,TA_1_2_1,,14,TEMP-Other,,CSI,04-May
CA-TP4,TA_1_3_1,,2,TEMP-Other,,CSI,04-May
CA-TP4,TA_PI_F_1_1_1,,28,,,,04-May
CA-TP4,TS_1_1_1,,-0.02,,,,04-May
CA-TP4,TS_2_1_1,,-0.02,,,,04-May
CA-TP4,TS_2_3_1,,-0.1,,,,04-May
CA-TP4,TS_1_3_1,,-0.1,,,,04-May
CA-TP4,TS_1_6_1,,-1,,,,04-May
CA-TP4,TS_1_4_1,,-0.2,,,,04-May
CA-TP4,TS_1_2_1,,-0.05,,,,04-May
CA-TP4,TS_1_5_1,,-0.5,,,,04-May
CA-TP4,TS_PI_F_1_1_1,,-0.02,,,,04-May
CA-TP4,TS_PI_F_1_2_1,,-0.05,,,,04-May
CA-TP4,USTAR,,28,,,,04-May
CA-TP4,WTD,2009,,WTD-Press,,,04-May
CA-TP4,WD,2002,28,WIND-VaneAn,,,04-May
CA-TP4,WS,2002,28,WIND-VaneAn,,,04-May
CA-TP4,WS_PI_F,2002,28,WIND-VaneAn,,,04-May
CA-TPD,CO2_1_1_1,2012,35.7,GA_CP-LI-COR LI-7200,,LI-7200 IRGA),02-May
CA-TPD,CO2_1_2_1,2012,16,GA_SR-LI-COR LI-820,,LI820_CO2_Cnpy_16m (ppm); CO2,02-May
CA-TPD,FC,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,FH2O,2012,,,,,02-May
CA-TPD,LE,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,PPFD_IN_PI_F_1_1_1,2012,35.13,RAD-PAR Quantum,,,02-May
CA-TPD,P_CUM,2012,2,,,,02-May
CA-TPD,PA_PI_F,2012,2,,,,02-May
CA-TPD,G_1_1_1,2012,0,SOIL_H-Plate,,,02-May
CA-TPD,G_2_2_1,2012,-0.03,SOIL_H-Plate,,,02-May
CA-TPD,G_3_2_1,2012,-0.03,SOIL_H-Plate,,,02-May
CA-TPD,G_4_2_1,2012,-0.03,SOIL_H-Plate,,,02-May
CA-TPD,G_1_2_1,2012,-0.03,SOIL_H-Plate,,,02-May
US-NR1,SG_PI_1,,-0.1,TEMP-ElectResis,,SG_1                Strg_soil1       REBS STP-1 (multiple sensors)  W/m2            0 to -10 cm       Soil Heat Storage,13-May
CA-TPD,GPP_PI_F,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,H,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,H_PI_F,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,LE_PI_F,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,NEE_PI,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,NEE_PI_F,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,PPFD_IN_1_1_1,2012,35.13,RAD-PAR Quantum,,Kipp and Zonen,02-May
CA-TPD,PPFD_IN_1_2_1,2012,2,RAD-PAR Quantum,,,02-May
CA-TPD,PPFD_OUT,2012,35.13,RAD-PAR Quantum,,Kipp and Zonen,02-May
CA-TPD,P,2012,2,PREC-TipBucGauge,,CSI (heated and Alter Shielded) in a forest opening,02-May
CA-TPD,PA,2012,2,PRES-ElectBar,,Young Co,02-May
CA-TPD,RECO_PI_F,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,SW_IN,2012,35.5,RAD-Pyrrad-SW+LW,,Kipp & Zonen CNR4,02-May
CA-TPD,SW_IN_PI_F,2012,35.5,RAD-Pyrrad-SW+LW,,CNR1_GlobalShortwaveRad_AbvCnpy_36m (W/m2); Gap-filled Downwelling shortwave radiation,02-May
CA-TPD,LW_IN,2012,35.5,RAD-Pyrrad-SW+LW,,Kipp & Zonen CNR4 Net Radiometer,02-May
CA-TPD,LW_OUT,2012,35.5,RAD-Pyrrad-SW+LW,,Kipp & Zonen CNR4 Net Radiometer,02-May
CA-TPD,SW_OUT,2012,35.5,RAD-Pyrrad-SW+LW,,Kipp & Zonen CNR4 Net Radiometer,02-May
CA-TPD,TA_PI_F,2012,35.3,TEMP-ElectResis,,,02-May
CA-TPD,TS_1_1_1,2012,-0.02,TEMP-ElectResis,,,02-May
CA-TPD,TS_2_1_1,2012,-0.02,TEMP-ElectResis,,,02-May
CA-TPD,RH,2012,35.3,RH-Capac,,CSI,02-May
CA-TPD,RH_PI_F,2012,35.3,RH-Capac,,,02-May
CA-TPD,NETRAD,2012,35.5,RAD-Pyrrad-SW+LW,,Kipp & Zonen CNR4,02-May
CA-TPD,NETRAD_PI_F,2012,35.5,RAD-Pyrrad-SW+LW,,,02-May
CA-TPD,SC_1_1_1,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,SC_2_1_1,2012,35.7,GA_CP-LI-COR LI-7200,,,02-May
CA-TPD,SC_3_1_1,2012,16,GA_SR-LI-COR LI-820,,,02-May
CA-TPD,SH,2012,35.7,GA_CP-LI-COR LI-7200,,CSAT3) and HMP45C measurements,02-May
CA-TPD,D_SNOW,2012,2,SNOW-Acoustic,,,02-May
CA-TPD,SWC_1_1_1,2012,-0.02,SWC-TDR,,,02-May
CA-TPD,SWC_2_1_1,2012,-0.02,SWC-TDR,,,02-May
CA-TPD,SWC_2_3_1,2012,-0.1,SWC-TDR,,,02-May
